Age,Attrition,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Clusters,Cluster
34,No,Research & Development,9,3,4,Female,3,Healthcare Representative,Single,8621,No,3,9,8,7,7,1,light pink
24,Yes,Sales,3,2,1,Female,2,Sales Executive,Single,4577,No,3,4,2,2,0,1,light pink
39,No,Research & Development,2,4,4,Female,2,Healthcare Representative,Single,4553,No,3,20,20,11,10,3,purple
32,No,Sales,10,3,4,Male,2,Sales Executive,Single,5396,No,3,10,10,0,8,1,light pink
50,Yes,Sales,8,2,2,Male,2,Sales Executive,Married,6796,Yes,3,18,4,1,3,0,beige
38,No,Research & Development,1,4,2,Female,2,Healthcare Representative,Single,7625,No,3,10,9,1,8,1,light pink
27,No,Research & Development,1,2,3,Female,3,Manufacturing Director,Married,7412,No,3,9,9,0,7,1,light pink
32,No,Research & Development,3,2,3,Female,3,Research Director,Single,11159,No,3,10,7,7,7,1,light pink
47,No,Sales,14,4,4,Male,2,Sales Executive,Single,4960,No,3,20,7,1,7,0,beige
40,No,Sales,5,4,4,Male,3,Sales Executive,Married,10475,Yes,4,20,18,1,12,3,purple
53,No,Research & Development,7,3,3,Male,4,Research Director,Married,14814,No,3,32,5,1,3,0,beige
41,No,Human Resources,10,4,2,Male,5,Manager,Divorced,19141,No,3,23,21,12,6,3,purple
60,No,Sales,16,4,1,Male,2,Sales Executive,Single,5405,No,3,10,2,2,2,0,beige
27,No,Research & Development,10,2,4,Male,3,Manufacturing Director,Divorced,8793,No,4,9,9,1,7,1,light pink
41,No,Human Resources,1,3,4,Male,5,Manager,Married,19189,No,3,22,22,2,10,3,purple
50,No,Sales,8,4,4,Male,1,Sales Representative,Married,3875,No,3,4,2,2,2,0,beige
28,Yes,Research & Development,1,2,1,Female,1,Research Scientist,Single,2216,Yes,3,10,7,3,7,1,light pink
36,No,Research & Development,8,3,1,Female,3,Research Director,Married,11713,No,3,10,8,0,5,0,beige
38,No,Research & Development,1,3,3,Female,3,Manufacturing Director,Single,7861,Yes,3,10,1,0,0,1,light pink
44,No,Research & Development,24,3,1,Male,1,Laboratory Technician,Single,3708,No,3,9,5,1,4,2,pink
47,No,Sales,3,3,4,Female,4,Sales Executive,Divorced,13770,Yes,3,28,22,11,13,3,purple
30,No,Sales,27,5,3,Male,2,Sales Executive,Divorced,5304,No,4,10,8,7,7,2,pink
29,No,Sales,10,3,3,Male,1,Sales Representative,Single,2642,No,3,1,1,0,0,1,light pink
42,Yes,Research & Development,19,3,3,Male,1,Research Scientist,Divorced,2759,Yes,3,7,2,2,2,2,pink
43,No,Sales,15,3,4,Male,2,Sales Executive,Married,6804,No,3,7,2,2,2,2,pink
34,No,Research & Development,8,2,2,Female,2,Healthcare Representative,Single,6142,No,3,10,5,4,3,1,light pink
23,No,Research & Development,9,1,2,Male,1,Laboratory Technician,Married,2500,No,3,5,4,0,2,1,light pink
39,No,Human Resources,3,3,3,Female,2,Human Resources,Married,6389,No,3,12,8,3,6,1,light pink
56,No,Research & Development,9,3,3,Male,4,Healthcare Representative,Married,11103,No,3,30,10,1,1,0,beige
40,No,Research & Development,2,1,4,Female,1,Research Scientist,Single,2342,Yes,4,5,4,2,3,1,light pink
27,No,Research & Development,7,3,4,Female,2,Healthcare Representative,Single,6811,No,3,9,7,0,7,1,light pink
29,No,Sales,10,3,4,Male,1,Sales Representative,Divorced,2297,No,3,2,2,2,2,1,light pink
53,No,Research & Development,6,3,4,Male,2,Laboratory Technician,Single,2450,No,3,19,2,2,2,0,beige
35,No,Research & Development,2,4,4,Female,2,Healthcare Representative,Divorced,5093,No,3,16,1,0,0,1,light pink
32,No,Research & Development,24,4,1,Male,2,Laboratory Technician,Married,5309,No,3,10,10,4,7,2,pink
38,No,Research & Development,2,5,4,Male,1,Research Scientist,Married,3057,Yes,3,6,1,0,1,1,light pink
34,No,Research & Development,8,5,2,Female,2,Manufacturing Director,Divorced,5121,No,3,7,0,0,0,1,light pink
52,No,Sales,3,4,3,Male,4,Manager,Married,16856,No,3,34,34,1,16,3,purple
33,Yes,Research & Development,1,4,4,Male,1,Research Scientist,Single,2686,Yes,3,10,10,7,8,1,light pink
25,No,Sales,26,1,3,Female,2,Sales Executive,Single,6180,No,4,6,6,1,4,2,pink
45,No,Sales,2,2,2,Male,2,Sales Representative,Single,6632,No,3,9,8,3,1,0,beige
23,No,Research & Development,10,1,1,Male,1,Research Scientist,Single,3505,No,3,2,2,0,2,1,light pink
47,Yes,Sales,27,2,2,Female,2,Sales Executive,Single,6397,Yes,3,8,5,1,3,2,pink
34,No,Sales,2,3,4,Male,2,Sales Executive,Single,6274,No,4,6,6,1,4,1,light pink
55,Yes,Research & Development,2,3,4,Male,5,Manager,Married,19859,Yes,3,24,5,1,4,0,beige
36,No,Sales,8,4,1,Male,3,Sales Executive,Single,7587,No,3,10,10,0,9,1,light pink
52,No,Research & Development,19,4,4,Male,1,Research Scientist,Married,4258,No,3,5,4,1,2,0,beige
26,No,Research & Development,1,2,1,Female,1,Laboratory Technician,Divorced,4364,No,3,5,2,2,0,1,light pink
29,No,Research & Development,27,3,2,Female,2,Healthcare Representative,Married,4335,No,3,11,8,1,1,2,pink
26,Yes,Sales,8,3,4,Male,2,Sales Executive,Single,5326,No,3,6,4,1,2,1,light pink
34,No,Research & Development,1,4,2,Female,1,Research Scientist,Single,3280,No,3,10,4,1,3,1,light pink
54,No,Research & Development,19,4,4,Female,2,Manufacturing Director,Divorced,5485,Yes,3,9,5,1,4,0,beige
27,No,Sales,8,1,3,Male,2,Sales Executive,Married,4342,No,3,5,4,1,1,1,light pink
37,No,Research & Development,10,1,4,Female,1,Research Scientist,Divorced,2782,Yes,3,6,5,4,3,1,light pink
38,No,Research & Development,2,4,1,Female,2,Manufacturing Director,Single,5980,Yes,3,17,15,4,12,1,light pink
34,No,Research & Development,2,4,3,Female,1,Research Scientist,Single,4381,No,3,6,6,1,3,1,light pink
35,No,Sales,8,4,1,Female,1,Sales Representative,Married,2572,No,3,3,3,0,2,1,light pink
30,No,Research & Development,1,3,4,Male,1,Laboratory Technician,Married,3833,No,4,7,2,0,2,1,light pink
40,No,Research & Development,2,2,3,Female,2,Healthcare Representative,Married,4244,No,4,8,8,3,7,1,light pink
34,No,Sales,8,2,3,Female,2,Sales Executive,Married,6500,No,3,6,3,1,2,1,light pink
42,No,Research & Development,8,3,2,Male,5,Manager,Divorced,18430,No,3,24,24,14,9,3,purple
23,Yes,Research & Development,6,3,3,Male,1,Laboratory Technician,Married,1601,Yes,4,1,0,0,0,1,light pink
24,No,Research & Development,9,3,3,Male,1,Laboratory Technician,Divorced,2694,No,3,1,1,0,0,1,light pink
52,No,Research & Development,11,4,4,Female,2,Laboratory Technician,Married,3149,No,4,9,5,1,4,0,beige
50,No,Research & Development,2,3,3,Male,4,Research Director,Married,17639,No,3,30,4,0,3,0,beige
29,Yes,Research & Development,1,2,2,Female,1,Laboratory Technician,Married,2319,Yes,3,1,1,0,0,1,light pink
33,No,Research & Development,7,3,3,Male,3,Research Director,Married,11691,No,3,14,13,3,7,1,light pink
33,Yes,Sales,16,3,1,Female,2,Sales Executive,Single,5324,No,3,6,3,0,2,2,pink
47,No,Research & Development,2,2,3,Female,4,Manager,Married,16752,Yes,3,26,26,3,0,3,purple
36,No,Research & Development,1,3,3,Female,2,Manufacturing Director,Married,5228,No,3,10,9,0,5,1,light pink
29,No,Research & Development,23,2,3,Male,1,Research Scientist,Married,2700,No,4,10,10,0,7,2,pink
58,Yes,Research & Development,2,4,4,Male,5,Research Director,Single,19246,Yes,3,40,31,13,8,3,purple
35,No,Research & Development,1,4,4,Female,1,Research Scientist,Single,2506,No,3,7,2,2,2,1,light pink
42,No,Research & Development,1,2,4,Female,2,Manufacturing Director,Married,6062,Yes,3,8,4,0,2,1,light pink
28,Yes,Research & Development,2,4,3,Male,1,Research Scientist,Single,4382,No,3,5,2,2,1,1,light pink
36,No,Human Resources,13,3,3,Male,1,Human Resources,Married,2143,No,3,8,5,0,4,1,light pink
32,No,Research & Development,4,3,3,Female,2,Manufacturing Director,Married,6162,No,3,14,14,6,8,1,light pink
40,No,Research & Development,16,4,1,Male,2,Laboratory Technician,Single,5094,No,3,10,1,0,0,2,pink
30,No,Research & Development,2,3,3,Female,2,Manufacturing Director,Single,6877,Yes,4,12,0,0,0,1,light pink
45,No,Research & Development,2,3,2,Female,1,Research Scientist,Single,2274,No,3,1,1,0,0,1,light pink
42,No,Research & Development,29,3,2,Male,2,Manufacturing Director,Married,4434,No,3,10,9,7,8,2,pink
38,No,Research & Development,12,3,1,Male,2,Healthcare Representative,Divorced,6288,No,3,13,4,1,2,1,light pink
34,No,Research & Development,16,4,3,Female,1,Research Scientist,Single,2553,No,3,6,5,1,3,2,pink
49,Yes,Sales,11,3,3,Female,3,Sales Executive,Married,7654,No,3,9,9,7,7,0,beige
55,Yes,Sales,2,1,3,Male,2,Sales Executive,Single,5160,No,3,12,9,7,3,0,beige
43,No,Research & Development,14,2,2,Male,4,Research Director,Married,17159,No,4,22,4,1,0,0,beige
27,No,Research & Development,5,1,3,Male,3,Research Director,Divorced,12808,Yes,3,9,9,0,8,1,light pink
35,No,Research & Development,7,3,3,Male,3,Manufacturing Director,Single,10221,No,4,17,8,1,6,1,light pink
28,No,Sales,2,4,2,Female,2,Sales Executive,Married,4779,Yes,4,8,8,7,5,1,light pink
34,No,Human Resources,3,2,3,Male,1,Human Resources,Married,3737,No,3,4,3,0,2,1,light pink
26,Yes,Research & Development,5,2,3,Female,1,Research Scientist,Married,2366,Yes,3,8,8,1,7,1,light pink
27,No,Research & Development,3,3,4,Male,1,Research Scientist,Married,1706,No,3,0,0,0,0,1,light pink
51,No,Sales,26,4,1,Female,4,Manager,Married,16307,No,3,29,20,4,17,3,purple
44,No,Research & Development,4,3,4,Male,2,Healthcare Representative,Single,5933,No,3,10,5,2,3,0,beige
25,No,Research & Development,2,1,1,Male,1,Research Scientist,Single,3424,No,3,6,4,0,1,1,light pink
33,No,Sales,1,3,1,Male,2,Sales Executive,Divorced,4037,No,4,9,9,0,8,1,light pink
35,No,Research & Development,27,1,3,Female,1,Research Scientist,Single,2559,No,3,6,6,1,1,2,pink
36,No,Sales,1,2,2,Male,2,Sales Executive,Married,6201,Yes,3,18,18,4,11,1,light pink
32,No,Sales,13,4,2,Male,2,Sales Executive,Divorced,4403,No,3,8,5,0,3,1,light pink
30,No,Research & Development,5,4,2,Male,1,Research Scientist,Divorced,3761,No,3,10,5,0,3,1,light pink
53,No,Sales,7,2,1,Female,3,Sales Executive,Married,10934,Yes,3,35,5,0,4,0,beige
45,No,Sales,9,3,4,Male,3,Sales Executive,Divorced,10761,Yes,3,18,5,0,2,0,beige
32,No,Research & Development,8,2,3,Female,2,Research Scientist,Married,5175,No,3,9,5,1,3,1,light pink
52,No,Research & Development,25,4,3,Female,4,Manufacturing Director,Married,13826,No,4,31,9,0,0,0,beige
37,No,Sales,16,4,4,Male,2,Sales Executive,Divorced,6334,No,3,9,1,0,0,2,pink
28,No,Human Resources,8,2,2,Male,1,Human Resources,Divorced,4936,No,3,6,5,0,4,1,light pink
22,No,Research & Development,1,2,4,Male,2,Manufacturing Director,Married,4775,No,4,4,2,2,2,1,light pink
44,No,Research & Development,8,4,1,Male,1,Laboratory Technician,Married,2818,Yes,4,10,3,0,2,1,light pink
42,No,Research & Development,2,1,2,Male,1,Research Scientist,Single,2515,Yes,3,8,2,2,2,1,light pink
36,No,Human Resources,8,3,1,Male,1,Human Resources,Married,2342,No,4,6,5,0,3,1,light pink
25,No,Sales,3,1,3,Male,2,Sales Executive,Married,4194,Yes,3,5,5,0,3,1,light pink
35,No,Research & Development,9,3,4,Female,3,Manufacturing Director,Married,10685,Yes,4,17,17,5,15,3,purple
35,Yes,Research & Development,25,4,4,Female,1,Research Scientist,Divorced,2022,Yes,3,10,10,7,8,2,pink
32,No,Research & Development,1,3,4,Male,1,Laboratory Technician,Divorced,2314,No,3,4,3,0,2,1,light pink
25,No,Sales,4,1,3,Male,2,Sales Executive,Married,4256,No,3,5,5,0,3,1,light pink
49,No,Research & Development,1,3,3,Female,1,Research Scientist,Married,3580,No,3,7,4,0,2,0,beige
24,No,Research & Development,4,1,1,Male,1,Laboratory Technician,Married,3162,No,3,6,5,3,4,1,light pink
32,No,Sales,5,2,2,Male,2,Sales Executive,Married,6524,No,3,10,10,5,3,1,light pink
38,No,Sales,9,3,2,Male,1,Sales Representative,Married,2899,No,3,3,2,1,2,1,light pink
42,No,Research & Development,3,3,3,Female,2,Laboratory Technician,Married,5231,Yes,3,17,5,1,3,1,light pink
31,No,Research & Development,11,4,4,Male,1,Research Scientist,Married,2356,Yes,3,8,6,0,2,1,light pink
29,Yes,Sales,1,3,2,Female,1,Sales Representative,Divorced,2800,Yes,3,5,3,0,2,1,light pink
53,No,Sales,8,3,1,Male,4,Sales Executive,Married,11836,No,3,28,2,2,2,0,beige
35,No,Research & Development,25,3,4,Male,3,Manufacturing Director,Married,10903,No,3,16,13,4,8,2,pink
37,No,Sales,21,2,3,Female,1,Sales Representative,Married,2973,No,3,10,5,0,0,2,pink
53,No,Research & Development,23,4,4,Female,4,Research Director,Single,14275,No,3,33,12,3,8,3,purple
43,No,Research & Development,1,3,4,Female,2,Healthcare Representative,Married,5562,No,3,12,5,2,2,0,beige
47,No,Sales,2,2,3,Female,2,Sales Executive,Married,4537,Yes,4,8,7,7,7,0,beige
37,No,Sales,19,2,1,Male,3,Sales Executive,Single,7642,Yes,3,10,10,0,9,2,pink
50,No,Research & Development,2,4,1,Male,4,Manager,Divorced,17924,No,3,31,31,14,7,3,purple
39,No,Human Resources,2,3,4,Female,2,Human Resources,Married,5204,No,3,13,5,0,4,1,light pink
33,No,Human Resources,3,2,4,Male,1,Human Resources,Divorced,2277,Yes,3,7,4,0,3,1,light pink
32,Yes,Research & Development,25,4,1,Male,1,Laboratory Technician,Single,2795,Yes,4,1,1,0,1,2,pink
29,No,Research & Development,7,1,1,Female,1,Laboratory Technician,Divorced,2532,No,3,8,4,0,3,1,light pink
44,No,Research & Development,9,2,2,Male,1,Research Scientist,Married,2559,Yes,3,8,8,7,1,1,light pink
28,No,Sales,5,4,1,Male,2,Sales Executive,Single,4908,No,3,4,4,0,2,1,light pink
58,Yes,Research & Development,2,1,4,Male,1,Laboratory Technician,Divorced,2380,Yes,3,3,1,0,0,0,beige
43,No,Research & Development,8,3,1,Female,2,Manufacturing Director,Divorced,4765,No,4,4,1,0,0,1,light pink
20,Yes,Sales,2,3,3,Female,1,Sales Representative,Single,2044,No,3,2,2,0,2,1,light pink
21,Yes,Research & Development,18,1,4,Female,1,Research Scientist,Single,2693,No,3,1,1,0,0,2,pink
36,No,Research & Development,14,1,3,Male,2,Healthcare Representative,Married,6586,Yes,3,17,16,4,11,2,pink
47,No,Sales,2,4,4,Female,1,Sales Representative,Single,3294,Yes,3,3,3,1,2,0,beige
22,Yes,Research & Development,3,1,2,Female,2,Manufacturing Director,Married,4171,Yes,3,4,3,0,2,1,light pink
41,Yes,Research & Development,2,4,2,Female,1,Laboratory Technician,Divorced,2778,Yes,3,10,7,1,0,1,light pink
28,No,Research & Development,9,3,3,Female,1,Research Scientist,Divorced,2377,No,3,6,2,2,2,1,light pink
39,Yes,Research & Development,6,3,4,Male,1,Laboratory Technician,Married,2404,Yes,4,8,2,2,2,1,light pink
27,No,Research & Development,4,3,2,Female,1,Research Scientist,Single,2318,No,3,1,1,0,0,1,light pink
34,No,Research & Development,10,3,2,Male,1,Laboratory Technician,Divorced,2008,No,3,1,1,1,0,1,light pink
42,No,Sales,14,2,3,Female,2,Sales Executive,Single,6244,No,3,10,5,0,3,2,pink
33,No,Research & Development,1,4,3,Male,1,Research Scientist,Single,2799,Yes,3,6,3,0,2,1,light pink
58,No,Research & Development,5,3,3,Female,3,Healthcare Representative,Divorced,10552,Yes,3,24,6,0,4,0,beige
31,No,Sales,7,4,2,Male,1,Sales Representative,Married,2329,No,3,13,7,5,2,1,light pink
35,No,Research & Development,21,1,4,Female,2,Healthcare Representative,Married,4014,Yes,4,10,10,0,7,2,pink
49,No,Research & Development,8,2,1,Female,3,Laboratory Technician,Married,7403,No,3,29,26,1,7,3,purple
48,No,Research & Development,20,4,4,Male,1,Research Scientist,Married,2259,No,3,13,0,0,0,2,pink
31,No,Sales,20,2,4,Female,2,Sales Executive,Married,6932,No,3,9,9,0,0,2,pink
36,No,Research & Development,7,4,2,Male,1,Research Scientist,Single,4678,No,3,8,6,0,1,1,light pink
38,No,Research & Development,1,3,4,Female,3,Research Director,Married,13582,No,3,15,15,5,11,3,purple
32,No,Research & Development,1,3,3,Female,1,Laboratory Technician,Married,2332,No,4,5,3,0,2,1,light pink
25,Yes,Sales,19,2,3,Male,1,Sales Representative,Married,2413,Yes,3,1,1,0,0,2,pink
40,No,Sales,10,4,1,Male,3,Sales Executive,Divorced,9705,No,3,11,1,0,0,0,beige
26,No,Sales,1,3,3,Male,2,Sales Executive,Single,4294,No,3,7,7,0,7,1,light pink
41,No,Research & Development,6,3,4,Male,1,Laboratory Technician,Single,4721,Yes,3,20,18,2,17,1,light pink
36,No,Research & Development,2,4,3,Male,1,Laboratory Technician,Single,2519,No,4,16,11,3,9,1,light pink
19,Yes,Sales,21,3,4,Male,1,Sales Representative,Single,2121,Yes,3,1,1,0,0,2,pink
20,Yes,Research & Development,4,3,1,Male,1,Laboratory Technician,Single,2973,No,3,1,1,0,0,1,light pink
31,No,Research & Development,12,3,4,Female,2,Healthcare Representative,Married,5855,Yes,3,10,9,8,5,1,light pink
40,No,Research & Development,9,4,4,Male,1,Research Scientist,Divorced,3617,Yes,3,3,1,0,0,1,light pink
32,No,Research & Development,3,4,3,Female,2,Manufacturing Director,Married,6725,No,3,8,8,6,3,1,light pink
36,Yes,Sales,3,1,3,Male,3,Sales Executive,Married,10325,Yes,3,16,16,3,7,3,purple
33,No,Research & Development,1,3,2,Female,2,Healthcare Representative,Single,6949,No,3,6,5,1,4,1,light pink
37,Yes,Sales,1,4,1,Male,3,Sales Executive,Married,10609,No,3,17,14,11,7,3,purple
45,No,Research & Development,4,2,3,Male,2,Laboratory Technician,Married,4447,No,3,9,9,0,8,0,beige
29,No,Sales,20,3,3,Female,1,Sales Representative,Married,2157,No,3,3,3,0,2,2,pink
35,No,Sales,18,3,3,Female,2,Sales Executive,Married,4601,No,3,5,5,1,0,2,pink
52,No,Research & Development,1,2,4,Male,4,Manager,Married,17099,No,3,26,9,7,8,0,beige
58,Yes,Research & Development,2,3,4,Male,1,Research Scientist,Single,2479,No,4,7,1,0,0,0,beige
53,No,Sales,2,2,3,Male,4,Manager,Divorced,14852,No,3,22,17,15,2,3,purple
30,No,Sales,8,2,3,Male,3,Sales Executive,Divorced,7264,No,3,10,8,7,7,1,light pink
38,No,Sales,10,3,3,Female,2,Sales Executive,Single,5666,Yes,3,6,5,1,3,1,light pink
35,No,Sales,3,4,4,Male,3,Sales Executive,Divorced,7823,No,3,12,10,0,8,1,light pink
39,No,Sales,2,5,1,Male,3,Sales Executive,Single,7880,No,3,9,8,0,7,1,light pink
40,Yes,Sales,24,3,2,Female,4,Sales Executive,Single,13194,Yes,3,22,1,0,0,2,pink
47,No,Research & Development,16,4,3,Male,2,Manufacturing Director,Divorced,5067,Yes,3,20,19,2,7,3,purple
36,No,Sales,8,4,1,Male,2,Sales Executive,Divorced,5079,No,3,12,7,0,7,1,light pink
31,Yes,Research & Development,9,2,3,Male,1,Research Scientist,Single,2321,Yes,4,4,3,1,2,1,light pink
33,No,Sales,17,3,4,Male,4,Manager,Single,17444,No,3,10,10,6,0,3,purple
29,Yes,Research & Development,10,3,4,Female,1,Research Scientist,Single,2404,Yes,4,3,0,0,0,1,light pink
33,No,Research & Development,13,1,2,Female,1,Research Scientist,Single,3452,No,3,5,3,0,2,1,light pink
45,No,Research & Development,1,4,4,Female,1,Laboratory Technician,Divorced,2270,No,3,8,5,0,2,1,light pink
50,No,Research & Development,1,2,4,Male,4,Research Director,Divorced,17399,No,4,32,5,1,3,0,beige
33,No,Research & Development,1,4,3,Female,2,Healthcare Representative,Married,5488,Yes,3,6,6,1,2,1,light pink
41,No,Research & Development,9,3,1,Male,5,Research Director,Divorced,19419,No,3,21,18,0,11,3,purple
27,No,Research & Development,16,4,3,Female,1,Laboratory Technician,Married,2811,No,3,4,2,2,2,2,pink
45,No,Research & Development,23,2,4,Male,2,Laboratory Technician,Married,3633,Yes,3,9,9,0,8,2,pink
47,No,Sales,4,2,4,Female,2,Sales Executive,Single,4163,Yes,3,9,9,0,7,0,beige
30,Yes,Research & Development,22,3,1,Female,1,Research Scientist,Married,2132,Yes,3,7,5,0,1,2,pink
50,No,Research & Development,24,3,4,Male,4,Manufacturing Director,Married,13973,Yes,3,22,12,1,5,3,purple
38,No,Research & Development,10,1,3,Male,1,Research Scientist,Married,2684,No,3,3,2,0,2,1,light pink
46,No,Research & Development,7,2,4,Male,3,Manufacturing Director,Divorced,10845,No,3,13,8,0,7,0,beige
24,No,Research & Development,17,1,4,Female,2,Manufacturing Director,Divorced,4377,No,3,5,4,3,2,2,pink
35,Yes,Research & Development,14,4,3,Male,1,Laboratory Technician,Divorced,3743,Yes,4,5,4,0,2,2,pink
31,No,Research & Development,1,1,3,Female,2,Manufacturing Director,Married,4148,No,3,4,4,0,3,1,light pink
18,No,Research & Development,5,2,2,Male,1,Research Scientist,Single,1051,No,3,0,0,0,0,1,light pink
54,No,Research & Development,17,3,3,Female,3,Manufacturing Director,Married,10739,No,3,22,10,0,8,0,beige
35,No,Research & Development,25,4,3,Female,3,Healthcare Representative,Divorced,10388,Yes,3,16,16,10,1,2,pink
30,No,Research & Development,8,2,2,Female,3,Research Director,Married,11416,Yes,3,9,8,1,7,1,light pink
20,Yes,Research & Development,11,3,4,Female,1,Research Scientist,Single,2600,Yes,3,1,1,0,0,1,light pink
30,Yes,Research & Development,5,3,2,Female,1,Laboratory Technician,Single,2422,No,3,4,3,1,2,1,light pink
26,No,Research & Development,2,2,4,Male,2,Manufacturing Director,Married,5472,No,3,8,8,1,3,1,light pink
22,No,Research & Development,8,1,2,Male,1,Laboratory Technician,Married,2451,No,3,4,4,1,1,1,light pink
48,No,Research & Development,6,3,1,Male,2,Healthcare Representative,Single,4240,No,3,19,2,2,2,0,beige
48,No,Research & Development,4,4,3,Male,3,Healthcare Representative,Single,10999,No,3,27,15,4,8,3,purple
41,No,Research & Development,7,2,4,Female,2,Manufacturing Director,Single,5003,No,3,8,2,2,1,1,light pink
39,No,Research & Development,1,1,4,Female,4,Manufacturing Director,Married,12742,No,3,21,21,11,8,3,purple
27,No,Research & Development,2,4,1,Female,2,Manufacturing Director,Married,4227,No,3,4,3,2,2,1,light pink
35,No,Research & Development,10,3,2,Male,1,Laboratory Technician,Divorced,3917,No,4,3,3,1,2,1,light pink
42,No,Sales,5,2,4,Male,5,Manager,Married,18303,No,3,21,1,0,0,0,beige
50,No,Research & Development,9,3,1,Male,1,Laboratory Technician,Married,2380,No,3,8,1,0,0,0,beige
59,No,Research & Development,2,3,3,Female,4,Manufacturing Director,Single,13726,Yes,3,30,5,4,3,0,beige
37,Yes,Research & Development,11,2,1,Female,2,Healthcare Representative,Married,4777,No,3,15,1,0,0,1,light pink
55,No,Research & Development,18,4,3,Male,2,Healthcare Representative,Married,6385,Yes,3,17,8,6,7,0,beige
41,No,Research & Development,7,1,2,Female,5,Research Director,Divorced,19973,No,4,21,21,5,10,3,purple
38,No,Sales,3,4,2,Male,2,Sales Executive,Single,6861,Yes,3,19,1,0,0,1,light pink
26,Yes,Sales,29,2,2,Male,2,Sales Executive,Single,4969,No,3,7,2,2,2,2,pink
52,Yes,Sales,2,1,1,Female,5,Manager,Married,19845,No,3,33,32,6,9,3,purple
44,No,Sales,28,3,4,Female,4,Sales Executive,Married,13320,Yes,3,23,12,11,11,2,pink
50,No,Sales,1,3,4,Female,2,Sales Executive,Married,6347,No,3,19,18,0,13,0,beige
36,Yes,Research & Development,16,4,3,Female,1,Laboratory Technician,Single,2743,No,3,18,17,15,14,2,pink
39,No,Research & Development,22,3,4,Female,3,Manufacturing Director,Single,10880,Yes,3,21,21,2,8,3,purple
33,No,Sales,8,1,2,Female,1,Sales Representative,Single,2342,No,3,3,2,2,2,1,light pink
45,No,Sales,11,2,4,Female,4,Manager,Married,17650,No,3,26,9,1,1,0,beige
32,No,Research & Development,29,4,4,Female,1,Laboratory Technician,Single,4025,No,3,10,8,7,7,2,pink
34,No,Sales,1,4,2,Male,2,Sales Executive,Divorced,9725,No,3,16,15,0,9,1,light pink
59,No,Sales,1,2,2,Male,3,Manager,Married,11904,Yes,3,14,6,0,4,0,beige
45,No,Human Resources,24,4,2,Male,1,Human Resources,Single,2177,No,3,6,6,0,4,2,pink
53,No,Sales,2,3,3,Female,3,Sales Executive,Married,7525,No,3,30,15,6,12,0,beige
36,Yes,Research & Development,15,3,1,Male,2,Laboratory Technician,Divorced,4834,No,3,9,1,0,0,2,pink
26,Yes,Research & Development,2,3,1,Male,1,Research Scientist,Married,2042,Yes,3,6,3,1,2,1,light pink
34,No,Sales,10,4,3,Female,1,Sales Representative,Married,2220,Yes,3,1,1,0,0,1,light pink
28,No,Sales,10,1,4,Male,1,Sales Representative,Married,1052,No,4,1,1,0,0,1,light pink
38,No,Research & Development,3,4,3,Male,1,Research Scientist,Married,2821,No,3,8,2,2,2,1,light pink
50,No,Research & Development,2,4,2,Male,5,Research Director,Married,19237,Yes,3,29,8,7,7,0,beige
37,No,Research & Development,3,3,4,Female,2,Healthcare Representative,Single,4107,No,3,8,4,0,1,1,light pink
40,No,Sales,26,3,3,Male,2,Sales Executive,Married,8396,No,3,8,7,7,5,2,pink
26,No,Research & Development,1,1,1,Female,1,Research Scientist,Divorced,2007,No,3,5,5,1,3,1,light pink
46,No,Research & Development,1,4,4,Male,5,Research Director,Divorced,19627,No,3,23,2,2,2,0,beige
54,No,Sales,2,4,3,Female,3,Sales Executive,Married,10686,No,3,13,9,7,0,0,beige
56,No,Research & Development,9,3,1,Female,1,Research Scientist,Married,2942,No,3,18,5,0,3,0,beige
36,No,Research & Development,12,5,4,Female,3,Manufacturing Director,Single,8858,No,3,15,14,7,8,1,light pink
55,No,Research & Development,2,1,3,Male,4,Manager,Single,16756,No,3,31,9,6,2,0,beige
43,No,Sales,25,3,3,Male,3,Sales Executive,Divorced,10798,No,3,18,1,0,0,2,pink
20,Yes,Sales,9,3,4,Female,1,Sales Representative,Single,2323,Yes,3,2,2,0,2,1,light pink
21,Yes,Research & Development,10,3,3,Female,1,Laboratory Technician,Single,1416,No,3,1,1,1,0,1,light pink
46,No,Research & Development,8,4,4,Female,2,Research Scientist,Divorced,4615,Yes,4,19,16,1,7,0,beige
51,Yes,Research & Development,4,4,1,Male,1,Research Scientist,Married,2461,Yes,3,18,10,2,7,0,beige
28,Yes,Research & Development,24,2,2,Male,3,Healthcare Representative,Single,8722,No,3,10,10,1,9,2,pink
26,No,Research & Development,1,2,1,Male,1,Laboratory Technician,Married,3955,No,3,6,5,1,3,1,light pink
30,No,Research & Development,20,3,3,Male,2,Manufacturing Director,Married,9957,No,3,7,6,0,2,2,pink
41,No,Research & Development,7,2,2,Female,1,Research Scientist,Married,3376,No,3,10,10,0,8,1,light pink
38,No,Research & Development,17,1,3,Female,3,Healthcare Representative,Married,8823,No,3,20,19,1,9,3,purple
40,No,Research & Development,20,4,1,Male,3,Healthcare Representative,Married,10322,No,4,14,11,11,1,2,pink
27,No,Research & Development,8,5,1,Male,1,Laboratory Technician,Married,4621,No,3,3,3,1,2,1,light pink
